foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,sex,Y
1,24.0,2028.0,2.0,2.0,30.0,2.0,1.0,1,1
1,9.0,1919.0,4.0,3.0,35.0,1.0,1.0,1,1
1,18.0,3966.0,1.0,4.0,33.0,3.0,1.0,0,0
1,12.0,2579.0,4.0,1.0,33.0,1.0,2.0,1,0
1,12.0,2577.0,2.0,1.0,42.0,1.0,1.0,1,1
0,6.0,590.0,3.0,3.0,26.0,1.0,1.0,1,1
1,24.0,2835.0,3.0,4.0,53.0,1.0,1.0,1,1
1,12.0,2366.0,3.0,3.0,36.0,1.0,1.0,1,1
1,15.0,806.0,4.0,4.0,22.0,1.0,1.0,0,1
1,24.0,1249.0,4.0,2.0,28.0,1.0,1.0,1,1
1,21.0,1602.0,4.0,3.0,30.0,2.0,1.0,1,1
1,6.0,1374.0,1.0,2.0,36.0,1.0,1.0,1,1
1,24.0,11938.0,2.0,3.0,39.0,2.0,2.0,1,0
1,12.0,1318.0,4.0,4.0,54.0,1.0,1.0,1,1
1,30.0,1908.0,4.0,4.0,66.0,1.0,1.0,1,0
1,24.0,1376.0,4.0,1.0,28.0,1.0,1.0,0,1
1,18.0,1940.0,3.0,4.0,36.0,1.0,1.0,1,1
1,15.0,2327.0,2.0,3.0,25.0,1.0,1.0,0,0
1,12.0,1768.0,3.0,2.0,24.0,1.0,1.0,1,1
1,24.0,2835.0,3.0,4.0,53.0,1.0,1.0,1,1
1,36.0,7409.0,3.0,2.0,37.0,2.0,1.0,1,1
1,22.0,1283.0,4.0,4.0,25.0,1.0,1.0,0,1
1,30.0,2503.0,4.0,2.0,41.0,2.0,1.0,1,1
1,24.0,2996.0,2.0,4.0,20.0,1.0,1.0,1,0
1,15.0,1316.0,2.0,2.0,47.0,2.0,1.0,1,1
1,10.0,1347.0,4.0,2.0,27.0,2.0,1.0,1,1
1,24.0,1371.0,4.0,4.0,25.0,1.0,1.0,0,0
1,6.0,484.0,3.0,3.0,28.0,1.0,1.0,1,1
1,12.0,951.0,4.0,4.0,27.0,4.0,1.0,0,0
1,36.0,4210.0,4.0,2.0,26.0,1.0,1.0,1,0
1,36.0,15857.0,2.0,3.0,43.0,1.0,1.0,1,1
1,18.0,1169.0,4.0,3.0,29.0,2.0,1.0,1,1
1,11.0,1393.0,4.0,4.0,35.0,2.0,1.0,0,1
1,12.0,886.0,4.0,2.0,21.0,1.0,1.0,0,1
1,12.0,1963.0,4.0,2.0,31.0,2.0,2.0,1,1
1,15.0,1262.0,4.0,3.0,36.0,2.0,1.0,1,1
1,30.0,2333.0,4.0,2.0,30.0,1.0,1.0,1,1
1,6.0,1750.0,2.0,4.0,45.0,1.0,2.0,1,1
1,24.0,3777.0,4.0,4.0,50.0,1.0,1.0,1,1
1,36.0,2348.0,3.0,2.0,46.0,2.0,1.0,1,1
1,12.0,1495.0,4.0,1.0,38.0,2.0,2.0,1,1
1,15.0,1433.0,4.0,3.0,25.0,2.0,1.0,0,1
1,12.0,1804.0,3.0,4.0,44.0,1.0,1.0,1,1
1,6.0,1236.0,2.0,4.0,50.0,1.0,1.0,1,1
1,9.0,1391.0,2.0,1.0,27.0,1.0,1.0,1,1
1,24.0,1393.0,2.0,2.0,31.0,1.0,1.0,1,1
1,42.0,7174.0,4.0,3.0,30.0,1.0,1.0,0,0
1,24.0,3235.0,3.0,2.0,26.0,1.0,1.0,1,1
1,18.0,1442.0,4.0,4.0,32.0,2.0,2.0,1,0
1,12.0,719.0,4.0,4.0,41.0,1.0,2.0,1,0
1,18.0,3001.0,2.0,4.0,40.0,1.0,1.0,0,1
0,24.0,7721.0,1.0,2.0,30.0,1.0,1.0,0,1
1,12.0,709.0,4.0,4.0,57.0,1.0,1.0,1,0
1,9.0,2507.0,2.0,4.0,51.0,1.0,1.0,1,1
1,12.0,691.0,4.0,3.0,35.0,2.0,1.0,1,0
1,12.0,5801.0,2.0,4.0,49.0,1.0,1.0,1,1
1,48.0,4308.0,3.0,4.0,24.0,1.0,1.0,0,0
1,21.0,2606.0,4.0,4.0,28.0,1.0,1.0,0,1
1,6.0,4611.0,1.0,4.0,32.0,1.0,1.0,0,0
1,30.0,5771.0,4.0,2.0,25.0,2.0,1.0,0,1
1,15.0,1386.0,4.0,2.0,40.0,1.0,1.0,1,1
1,48.0,6560.0,3.0,2.0,24.0,1.0,1.0,1,0
1,36.0,5848.0,4.0,1.0,24.0,1.0,1.0,1,1
1,27.0,5117.0,3.0,4.0,26.0,2.0,1.0,1,1
1,24.0,2028.0,2.0,2.0,30.0,2.0,1.0,1,1
1,12.0,1884.0,4.0,4.0,39.0,1.0,1.0,1,1
1,21.0,2767.0,4.0,2.0,61.0,2.0,1.0,1,0
1,12.0,1495.0,4.0,1.0,38.0,2.0,2.0,1,1
1,24.0,3777.0,4.0,4.0,50.0,1.0,1.0,1,1
1,18.0,3422.0,4.0,4.0,47.0,3.0,2.0,1,1
1,24.0,6313.0,3.0,4.0,41.0,1.0,2.0,1,1
1,12.0,1007.0,4.0,1.0,22.0,1.0,1.0,1,1
1,27.0,4526.0,4.0,2.0,32.0,2.0,2.0,1,1
1,18.0,1582.0,4.0,4.0,46.0,2.0,1.0,1,1
1,12.0,609.0,4.0,1.0,26.0,1.0,1.0,0,0
1,48.0,3914.0,4.0,2.0,38.0,1.0,1.0,1,0
1,6.0,518.0,3.0,1.0,29.0,1.0,1.0,0,1
1,33.0,4281.0,1.0,4.0,23.0,2.0,1.0,0,0
1,30.0,3832.0,2.0,1.0,22.0,1.0,1.0,1,1
1,6.0,753.0,2.0,3.0,64.0,1.0,1.0,0,1
1,48.0,7476.0,4.0,1.0,50.0,1.0,1.0,1,1
1,36.0,14318.0,4.0,2.0,57.0,1.0,1.0,1,0
0,10.0,2069.0,2.0,1.0,26.0,2.0,1.0,1,1
1,6.0,1374.0,4.0,3.0,75.0,1.0,1.0,0,1
1,21.0,2580.0,4.0,2.0,41.0,1.0,2.0,1,0
1,24.0,4110.0,3.0,4.0,23.0,2.0,2.0,1,0
1,36.0,6614.0,4.0,4.0,34.0,2.0,1.0,1,1
1,12.0,795.0,4.0,4.0,53.0,1.0,1.0,0,0
1,24.0,937.0,4.0,3.0,27.0,2.0,1.0,1,1
1,30.0,3496.0,4.0,2.0,34.0,1.0,2.0,1,1
1,24.0,2957.0,4.0,4.0,63.0,2.0,1.0,1,1
1,6.0,1750.0,2.0,4.0,45.0,1.0,2.0,1,1
1,24.0,915.0,4.0,2.0,29.0,1.0,1.0,0,0
1,21.0,3599.0,1.0,4.0,26.0,1.0,1.0,0,1
1,12.0,1264.0,4.0,4.0,57.0,1.0,1.0,1,1
1,12.0,2762.0,1.0,2.0,25.0,1.0,1.0,0,0
1,12.0,1884.0,4.0,4.0,39.0,1.0,1.0,1,1
1,12.0,3590.0,2.0,2.0,29.0,1.0,2.0,1,1
1,36.0,8065.0,3.0,2.0,25.0,2.0,1.0,0,0
1,12.0,1574.0,4.0,2.0,50.0,1.0,1.0,1,1
1,6.0,1595.0,3.0,2.0,51.0,1.0,2.0,1,1
1,21.0,3414.0,2.0,1.0,26.0,2.0,1.0,1,0
1,18.0,4439.0,1.0,1.0,33.0,1.0,1.0,1,1
1,36.0,2299.0,4.0,4.0,39.0,1.0,1.0,1,1
1,18.0,1582.0,4.0,4.0,46.0,2.0,1.0,1,1
1,48.0,3060.0,4.0,4.0,28.0,2.0,1.0,1,0
1,6.0,1198.0,4.0,4.0,35.0,1.0,1.0,0,0
1,15.0,1433.0,4.0,3.0,25.0,2.0,1.0,0,1
1,24.0,3345.0,4.0,2.0,39.0,1.0,1.0,1,0
0,48.0,18424.0,1.0,2.0,32.0,1.0,1.0,0,0
1,24.0,1823.0,4.0,2.0,30.0,1.0,2.0,1,0
1,6.0,1068.0,4.0,4.0,28.0,1.0,2.0,1,1
1,6.0,1047.0,2.0,4.0,50.0,1.0,1.0,0,1
1,24.0,3749.0,2.0,4.0,26.0,1.0,1.0,0,1
1,24.0,4712.0,4.0,2.0,37.0,2.0,1.0,1,1
1,12.0,1037.0,3.0,4.0,39.0,1.0,1.0,1,1
1,24.0,3972.0,2.0,4.0,25.0,1.0,1.0,0,1
1,6.0,1047.0,2.0,4.0,50.0,1.0,1.0,0,1
1,21.0,2767.0,4.0,2.0,61.0,2.0,1.0,1,0
1,9.0,2118.0,2.0,2.0,37.0,1.0,2.0,1,1
1,6.0,1766.0,1.0,2.0,21.0,1.0,1.0,1,1
1,18.0,2899.0,4.0,4.0,43.0,1.0,2.0,1,1
1,24.0,4817.0,2.0,3.0,31.0,1.0,1.0,1,0
1,6.0,672.0,1.0,4.0,54.0,1.0,1.0,0,1
1,12.0,1297.0,3.0,4.0,23.0,1.0,1.0,1,1
1,6.0,1352.0,1.0,2.0,23.0,1.0,1.0,0,1
1,6.0,2647.0,2.0,3.0,44.0,1.0,2.0,1,1
1,24.0,2483.0,4.0,4.0,22.0,1.0,1.0,1,1
1,48.0,3609.0,1.0,1.0,27.0,1.0,1.0,0,1
1,30.0,2831.0,4.0,2.0,33.0,1.0,1.0,0,1
1,36.0,7855.0,4.0,2.0,25.0,2.0,1.0,0,0
1,12.0,2002.0,3.0,4.0,30.0,1.0,2.0,1,1
1,21.0,2580.0,4.0,2.0,41.0,1.0,2.0,1,0
1,15.0,1512.0,3.0,3.0,61.0,2.0,1.0,1,0
1,6.0,3518.0,2.0,3.0,26.0,1.0,1.0,1,1
1,48.0,7582.0,2.0,4.0,31.0,1.0,1.0,1,1
1,36.0,1819.0,4.0,4.0,37.0,1.0,1.0,1,0
1,12.0,1655.0,2.0,4.0,63.0,2.0,1.0,1,1
1,39.0,11760.0,2.0,3.0,32.0,1.0,1.0,1,1
1,18.0,4594.0,3.0,2.0,32.0,1.0,1.0,1,1
1,9.0,1449.0,3.0,2.0,27.0,2.0,1.0,0,1
1,48.0,4308.0,3.0,4.0,24.0,1.0,1.0,0,0
1,24.0,3092.0,3.0,2.0,22.0,1.0,1.0,1,0
1,12.0,976.0,4.0,4.0,35.0,2.0,1.0,1,1
1,24.0,4042.0,3.0,4.0,43.0,2.0,1.0,1,1
1,8.0,1164.0,3.0,4.0,51.0,2.0,2.0,1,1
1,18.0,866.0,4.0,2.0,25.0,1.0,1.0,1,1
1,24.0,937.0,4.0,3.0,27.0,2.0,1.0,1,1
1,6.0,1338.0,1.0,4.0,62.0,1.0,1.0,1,1
1,6.0,1898.0,1.0,2.0,34.0,2.0,2.0,1,1
1,24.0,1344.0,4.0,2.0,37.0,2.0,2.0,1,0
1,24.0,7393.0,1.0,4.0,43.0,1.0,2.0,1,1
1,24.0,4591.0,2.0,3.0,54.0,3.0,1.0,1,0
1,18.0,1445.0,4.0,4.0,49.0,1.0,1.0,1,1
1,7.0,2415.0,3.0,2.0,34.0,1.0,1.0,1,1
1,15.0,1829.0,4.0,4.0,46.0,2.0,1.0,1,1
1,12.0,900.0,4.0,2.0,23.0,1.0,1.0,1,0
1,18.0,1808.0,4.0,1.0,22.0,1.0,1.0,0,0
1,13.0,1797.0,3.0,1.0,28.0,2.0,1.0,1,1
1,12.0,1655.0,2.0,4.0,63.0,2.0,1.0,1,1
1,12.0,1424.0,4.0,3.0,26.0,1.0,1.0,1,1
1,12.0,2748.0,2.0,4.0,57.0,3.0,1.0,0,1
1,48.0,6999.0,1.0,1.0,34.0,2.0,1.0,1,0
1,12.0,1542.0,2.0,4.0,36.0,1.0,1.0,1,1
1,7.0,730.0,4.0,2.0,46.0,2.0,1.0,1,1
1,24.0,3349.0,4.0,4.0,30.0,1.0,2.0,1,0
1,12.0,3331.0,2.0,4.0,42.0,1.0,1.0,1,1
1,12.0,1318.0,4.0,4.0,54.0,1.0,1.0,1,1
1,36.0,909.0,4.0,4.0,36.0,1.0,1.0,1,1
1,48.0,3914.0,4.0,2.0,38.0,1.0,1.0,1,0
1,18.0,4594.0,3.0,2.0,32.0,1.0,1.0,1,1
1,60.0,6527.0,4.0,4.0,34.0,1.0,2.0,1,1
0,6.0,709.0,2.0,2.0,27.0,1.0,1.0,1,1
1,36.0,2820.0,4.0,4.0,27.0,2.0,1.0,1,0
1,12.0,1200.0,4.0,4.0,23.0,1.0,1.0,0,1
1,36.0,9566.0,2.0,2.0,31.0,2.0,1.0,0,1
1,20.0,6148.0,3.0,4.0,31.0,2.0,1.0,1,1
1,24.0,1377.0,4.0,2.0,47.0,1.0,1.0,0,1
1,18.0,4153.0,2.0,3.0,42.0,1.0,1.0,1,0
1,24.0,3345.0,4.0,2.0,39.0,1.0,1.0,1,0
1,24.0,3617.0,4.0,4.0,20.0,2.0,1.0,1,1
1,18.0,8471.0,1.0,2.0,23.0,2.0,1.0,0,1
1,6.0,1209.0,4.0,4.0,47.0,1.0,1.0,1,0
1,12.0,1526.0,4.0,4.0,66.0,2.0,1.0,1,1
1,30.0,2991.0,2.0,4.0,25.0,1.0,1.0,0,1
1,6.0,2080.0,1.0,2.0,24.0,1.0,1.0,1,1
1,6.0,1554.0,1.0,2.0,24.0,2.0,1.0,0,1
1,21.0,3599.0,1.0,4.0,26.0,1.0,1.0,0,1
1,6.0,683.0,2.0,1.0,29.0,1.0,1.0,0,1
1,18.0,1453.0,3.0,1.0,26.0,1.0,1.0,0,1
0,12.0,2122.0,3.0,2.0,39.0,2.0,2.0,1,1
1,18.0,4165.0,2.0,2.0,36.0,2.0,2.0,1,0
1,24.0,1935.0,4.0,4.0,31.0,2.0,1.0,1,0
1,12.0,707.0,4.0,2.0,30.0,2.0,1.0,1,1
1,12.0,841.0,2.0,4.0,23.0,1.0,1.0,0,1
1,14.0,1410.0,1.0,2.0,35.0,1.0,1.0,1,1
1,9.0,936.0,4.0,2.0,52.0,2.0,1.0,1,1
1,18.0,7374.0,4.0,4.0,40.0,2.0,1.0,1,1
1,24.0,1024.0,4.0,4.0,48.0,1.0,1.0,1,0
1,12.0,639.0,4.0,2.0,30.0,1.0,1.0,1,0
1,6.0,1543.0,4.0,2.0,33.0,1.0,1.0,1,1
1,9.0,1337.0,4.0,2.0,34.0,2.0,1.0,1,0
1,9.0,2507.0,2.0,4.0,51.0,1.0,1.0,1,1
1,9.0,1449.0,3.0,2.0,27.0,2.0,1.0,0,1
1,15.0,3594.0,1.0,2.0,46.0,2.0,1.0,0,1
1,24.0,2325.0,2.0,3.0,32.0,1.0,1.0,1,1
1,30.0,1919.0,4.0,3.0,30.0,2.0,1.0,1,0
1,48.0,5951.0,2.0,2.0,22.0,1.0,1.0,0,0
1,24.0,1603.0,4.0,4.0,55.0,1.0,1.0,0,1
1,42.0,6289.0,2.0,1.0,33.0,2.0,1.0,1,1
1,9.0,1199.0,4.0,4.0,67.0,2.0,1.0,0,1
1,24.0,8648.0,2.0,2.0,27.0,2.0,1.0,1,0
1,24.0,3345.0,4.0,2.0,39.0,1.0,1.0,1,0
1,18.0,7511.0,1.0,4.0,51.0,1.0,2.0,1,0
1,18.0,884.0,4.0,4.0,36.0,1.0,2.0,1,0
1,36.0,2384.0,4.0,1.0,33.0,1.0,1.0,1,0
1,24.0,3092.0,3.0,2.0,22.0,1.0,1.0,1,0
1,54.0,15945.0,3.0,4.0,58.0,1.0,1.0,1,0
1,9.0,1313.0,1.0,4.0,20.0,1.0,1.0,1,1
1,24.0,6313.0,3.0,4.0,41.0,1.0,2.0,1,1
1,20.0,4272.0,1.0,4.0,24.0,2.0,1.0,0,1
1,12.0,3399.0,2.0,3.0,37.0,1.0,1.0,1,1
0,24.0,3632.0,1.0,4.0,22.0,1.0,1.0,0,1
1,36.0,10974.0,4.0,2.0,26.0,2.0,1.0,0,0
1,6.0,1236.0,2.0,4.0,50.0,1.0,1.0,1,1
1,12.0,1424.0,3.0,4.0,55.0,1.0,1.0,0,1
1,30.0,1919.0,4.0,3.0,30.0,2.0,1.0,1,0
0,12.0,1413.0,3.0,2.0,55.0,1.0,1.0,1,1
1,18.0,3780.0,3.0,2.0,35.0,2.0,1.0,1,1
1,24.0,6579.0,4.0,2.0,29.0,1.0,1.0,1,1
1,10.0,894.0,4.0,3.0,40.0,1.0,1.0,0,1
1,12.0,585.0,4.0,4.0,20.0,2.0,1.0,1,1
1,15.0,1316.0,2.0,2.0,47.0,2.0,1.0,1,1
1,36.0,12389.0,1.0,4.0,37.0,1.0,1.0,1,0
1,12.0,1291.0,4.0,2.0,35.0,2.0,1.0,0,1
1,12.0,1295.0,3.0,1.0,25.0,1.0,1.0,0,0
1,24.0,3777.0,4.0,4.0,50.0,1.0,1.0,1,1
1,12.0,2759.0,2.0,4.0,34.0,2.0,1.0,1,1
1,6.0,860.0,1.0,4.0,39.0,2.0,1.0,0,1
1,24.0,12579.0,4.0,2.0,44.0,1.0,1.0,0,0
1,21.0,2580.0,4.0,2.0,41.0,1.0,2.0,1,0
1,36.0,2348.0,3.0,2.0,46.0,2.0,1.0,1,1
1,15.0,975.0,2.0,3.0,25.0,2.0,1.0,1,1
1,12.0,1330.0,4.0,1.0,26.0,1.0,1.0,1,1
1,15.0,874.0,4.0,1.0,24.0,1.0,1.0,0,1
0,20.0,2235.0,4.0,2.0,33.0,2.0,1.0,1,0
1,12.0,1680.0,3.0,1.0,35.0,1.0,1.0,1,1
1,24.0,4591.0,2.0,3.0,54.0,3.0,1.0,1,0
1,24.0,3757.0,4.0,4.0,62.0,1.0,1.0,0,1
1,12.0,409.0,3.0,3.0,42.0,2.0,1.0,0,1
1,48.0,3931.0,4.0,4.0,46.0,1.0,2.0,1,0
0,10.0,2241.0,1.0,3.0,48.0,2.0,2.0,1,1
1,60.0,13756.0,2.0,4.0,63.0,1.0,1.0,1,1
1,12.0,2012.0,4.0,2.0,61.0,1.0,1.0,0,1
1,12.0,1804.0,3.0,4.0,44.0,1.0,1.0,1,1
1,36.0,10875.0,2.0,2.0,45.0,2.0,2.0,1,1
1,9.0,2799.0,2.0,2.0,36.0,2.0,2.0,1,1
1,18.0,1055.0,4.0,1.0,30.0,2.0,1.0,0,1
1,39.0,2569.0,4.0,4.0,24.0,1.0,1.0,1,1
1,12.0,741.0,4.0,3.0,22.0,1.0,1.0,0,0
