foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,sex,Y
1,18.0,6361.0,2.0,1.0,41.0,1.0,1.0,1,1
1,42.0,5954.0,2.0,1.0,41.0,2.0,1.0,0,1
1,60.0,6836.0,3.0,4.0,63.0,2.0,1.0,1,0
1,18.0,3244.0,1.0,4.0,33.0,2.0,1.0,0,1
1,9.0,1313.0,1.0,4.0,20.0,1.0,1.0,1,1
1,6.0,338.0,4.0,4.0,52.0,2.0,1.0,1,1
1,24.0,2058.0,4.0,2.0,33.0,2.0,1.0,1,1
0,10.0,1924.0,1.0,4.0,38.0,1.0,1.0,1,1
1,6.0,1237.0,1.0,1.0,27.0,2.0,1.0,0,1
1,30.0,4583.0,2.0,2.0,32.0,2.0,1.0,1,1
1,6.0,783.0,1.0,2.0,26.0,1.0,2.0,1,1
1,12.0,797.0,4.0,3.0,33.0,1.0,2.0,0,0
1,18.0,2124.0,4.0,4.0,24.0,2.0,1.0,0,0
1,18.0,2169.0,4.0,2.0,28.0,1.0,1.0,1,0
1,12.0,886.0,4.0,2.0,21.0,1.0,1.0,0,1
1,12.0,1274.0,3.0,1.0,37.0,1.0,1.0,0,0
1,15.0,4657.0,3.0,2.0,30.0,1.0,1.0,1,1
1,18.0,1042.0,4.0,2.0,33.0,1.0,1.0,0,0
0,8.0,1414.0,4.0,2.0,33.0,1.0,1.0,1,1
1,12.0,1480.0,2.0,4.0,66.0,3.0,1.0,1,1
1,47.0,10722.0,1.0,1.0,35.0,1.0,1.0,0,1
1,30.0,3017.0,4.0,4.0,47.0,1.0,1.0,1,1
1,18.0,3780.0,3.0,2.0,35.0,2.0,1.0,1,1
1,36.0,4463.0,4.0,2.0,26.0,2.0,1.0,1,0
1,21.0,1647.0,4.0,2.0,40.0,2.0,2.0,1,0
1,12.0,652.0,4.0,4.0,24.0,1.0,1.0,0,1
1,21.0,2782.0,1.0,2.0,31.0,1.0,1.0,0,1
1,24.0,1278.0,4.0,1.0,36.0,1.0,1.0,1,1
0,6.0,609.0,4.0,3.0,37.0,2.0,1.0,0,1
1,11.0,1577.0,4.0,1.0,20.0,1.0,1.0,0,1
1,36.0,1953.0,4.0,4.0,61.0,1.0,1.0,1,0
1,12.0,1410.0,2.0,2.0,31.0,1.0,1.0,1,1
1,24.0,1755.0,4.0,4.0,58.0,1.0,1.0,0,1
1,60.0,10366.0,2.0,4.0,42.0,1.0,1.0,1,1
1,24.0,1382.0,4.0,1.0,26.0,2.0,1.0,1,1
1,24.0,1358.0,4.0,3.0,40.0,1.0,1.0,1,0
1,27.0,4526.0,4.0,2.0,32.0,2.0,2.0,1,1
1,12.0,1768.0,3.0,2.0,24.0,1.0,1.0,1,1
1,48.0,3931.0,4.0,4.0,46.0,1.0,2.0,1,0
1,12.0,3565.0,2.0,1.0,37.0,2.0,2.0,1,1
1,60.0,10144.0,2.0,4.0,21.0,1.0,1.0,0,1
1,9.0,1391.0,2.0,1.0,27.0,1.0,1.0,1,1
1,9.0,1501.0,2.0,3.0,34.0,2.0,1.0,0,0
1,6.0,1338.0,1.0,4.0,62.0,1.0,1.0,1,1
1,6.0,2108.0,2.0,2.0,29.0,1.0,1.0,1,1
1,24.0,3345.0,4.0,2.0,39.0,1.0,1.0,1,0
1,12.0,1555.0,4.0,4.0,55.0,2.0,2.0,1,0
1,24.0,1344.0,4.0,2.0,37.0,2.0,2.0,1,0
1,6.0,1237.0,1.0,1.0,27.0,2.0,1.0,0,1
1,24.0,1413.0,4.0,2.0,28.0,1.0,1.0,1,1
1,24.0,3488.0,3.0,4.0,23.0,1.0,1.0,0,1
1,24.0,7393.0,1.0,4.0,43.0,1.0,2.0,1,1
1,60.0,9157.0,2.0,2.0,27.0,1.0,1.0,1,1
1,30.0,2150.0,4.0,2.0,24.0,1.0,1.0,0,0
1,12.0,6078.0,2.0,2.0,32.0,1.0,1.0,1,1
1,30.0,11998.0,1.0,1.0,34.0,1.0,1.0,1,0
1,12.0,759.0,4.0,2.0,26.0,1.0,1.0,1,0
1,30.0,4280.0,4.0,4.0,26.0,2.0,1.0,0,0
1,18.0,1169.0,4.0,3.0,29.0,2.0,1.0,1,1
1,12.0,1108.0,4.0,3.0,28.0,2.0,1.0,1,0
1,24.0,4526.0,3.0,2.0,74.0,1.0,1.0,1,1
1,12.0,1526.0,4.0,4.0,66.0,2.0,1.0,1,1
1,24.0,4526.0,3.0,2.0,74.0,1.0,1.0,1,1
1,6.0,1323.0,2.0,4.0,28.0,2.0,2.0,1,1
1,24.0,3749.0,2.0,4.0,26.0,1.0,1.0,0,1
1,12.0,626.0,4.0,4.0,24.0,1.0,1.0,0,0
1,24.0,1376.0,4.0,1.0,28.0,1.0,1.0,0,1
1,26.0,7966.0,2.0,3.0,30.0,2.0,1.0,1,1
1,30.0,1715.0,4.0,1.0,26.0,1.0,1.0,0,1
1,30.0,4583.0,2.0,2.0,32.0,2.0,1.0,1,1
1,15.0,1478.0,4.0,3.0,33.0,2.0,1.0,1,1
1,24.0,2375.0,4.0,2.0,44.0,2.0,2.0,1,1
1,12.0,1534.0,1.0,1.0,23.0,1.0,1.0,1,0
1,18.0,3001.0,2.0,4.0,40.0,1.0,1.0,0,1
1,27.0,2570.0,3.0,3.0,21.0,1.0,1.0,0,0
1,9.0,1236.0,1.0,4.0,23.0,1.0,1.0,0,1
1,24.0,4139.0,3.0,3.0,27.0,2.0,1.0,1,1
1,15.0,2186.0,1.0,4.0,33.0,1.0,1.0,0,1
1,15.0,2708.0,2.0,3.0,27.0,2.0,1.0,1,1
1,47.0,10722.0,1.0,1.0,35.0,1.0,1.0,0,1
1,24.0,1275.0,2.0,4.0,36.0,2.0,1.0,1,1
1,24.0,3161.0,4.0,2.0,31.0,1.0,1.0,1,0
1,24.0,4351.0,1.0,4.0,48.0,1.0,1.0,0,1
1,30.0,2991.0,2.0,4.0,25.0,1.0,1.0,0,1
1,21.0,2241.0,4.0,2.0,50.0,2.0,1.0,1,1
1,18.0,1984.0,4.0,4.0,47.0,2.0,1.0,1,1
1,18.0,8471.0,1.0,2.0,23.0,2.0,1.0,0,1
1,12.0,1200.0,4.0,4.0,23.0,1.0,1.0,0,1
1,12.0,1386.0,2.0,2.0,26.0,1.0,1.0,0,0
1,18.0,1887.0,4.0,4.0,28.0,2.0,1.0,1,1
1,36.0,3249.0,2.0,4.0,39.0,1.0,2.0,1,1
1,36.0,4455.0,2.0,2.0,30.0,2.0,1.0,1,0
1,12.0,1200.0,4.0,4.0,23.0,1.0,1.0,0,1
1,36.0,9857.0,1.0,3.0,31.0,2.0,2.0,1,1
1,12.0,409.0,3.0,3.0,42.0,2.0,1.0,0,1
1,18.0,866.0,4.0,2.0,25.0,1.0,1.0,1,1
1,14.0,3973.0,1.0,4.0,22.0,1.0,1.0,1,1
1,36.0,2394.0,4.0,4.0,25.0,1.0,1.0,0,1
1,24.0,2039.0,1.0,1.0,22.0,1.0,1.0,1,0
1,12.0,1107.0,2.0,2.0,20.0,1.0,2.0,1,1
1,12.0,976.0,4.0,4.0,35.0,2.0,1.0,1,1
1,24.0,3062.0,4.0,3.0,32.0,1.0,1.0,1,1
1,12.0,1424.0,3.0,4.0,55.0,1.0,1.0,0,1
1,36.0,8133.0,1.0,2.0,30.0,1.0,1.0,0,1
1,30.0,4811.0,2.0,4.0,24.0,1.0,1.0,0,1
1,36.0,4455.0,2.0,2.0,30.0,2.0,1.0,1,0
1,12.0,2579.0,4.0,1.0,33.0,1.0,2.0,1,0
1,18.0,4297.0,4.0,3.0,40.0,1.0,1.0,1,0
1,6.0,4611.0,1.0,4.0,32.0,1.0,1.0,0,0
1,12.0,2292.0,4.0,2.0,42.0,2.0,1.0,1,0
1,12.0,2247.0,2.0,2.0,36.0,2.0,1.0,0,1
1,36.0,12389.0,1.0,4.0,37.0,1.0,1.0,1,0
1,12.0,2445.0,2.0,4.0,26.0,1.0,1.0,1,1
1,14.0,1410.0,1.0,2.0,35.0,1.0,1.0,1,1
1,9.0,2753.0,3.0,4.0,35.0,1.0,1.0,1,1
1,24.0,6313.0,3.0,4.0,41.0,1.0,2.0,1,1
1,6.0,1047.0,2.0,4.0,50.0,1.0,1.0,0,1
1,24.0,4736.0,2.0,4.0,25.0,1.0,1.0,0,0
1,36.0,9034.0,4.0,1.0,29.0,1.0,1.0,1,0
1,24.0,11560.0,1.0,4.0,23.0,2.0,1.0,0,0
1,14.0,802.0,4.0,2.0,27.0,2.0,1.0,1,1
0,12.0,1413.0,3.0,2.0,55.0,1.0,1.0,1,1
1,24.0,3617.0,4.0,4.0,20.0,2.0,1.0,1,1
1,10.0,727.0,4.0,4.0,46.0,1.0,1.0,1,1
1,18.0,1149.0,4.0,3.0,46.0,2.0,1.0,1,1
1,12.0,759.0,4.0,2.0,26.0,1.0,1.0,1,0
1,9.0,1082.0,4.0,4.0,27.0,2.0,1.0,1,1
1,15.0,950.0,4.0,3.0,33.0,2.0,2.0,1,0
1,12.0,2279.0,4.0,4.0,37.0,1.0,1.0,1,1
1,12.0,1474.0,4.0,1.0,33.0,1.0,1.0,0,1
1,18.0,2124.0,4.0,4.0,24.0,2.0,1.0,0,0
1,24.0,2028.0,2.0,2.0,30.0,2.0,1.0,1,1
1,36.0,2613.0,4.0,2.0,27.0,2.0,1.0,1,1
1,21.0,3160.0,4.0,3.0,41.0,1.0,1.0,1,1
1,13.0,2101.0,2.0,4.0,23.0,1.0,1.0,0,1
1,24.0,1851.0,4.0,2.0,33.0,2.0,1.0,1,1
1,48.0,3566.0,4.0,2.0,30.0,1.0,1.0,1,1
1,21.0,2606.0,4.0,4.0,28.0,1.0,1.0,0,1
1,60.0,9157.0,2.0,2.0,27.0,1.0,1.0,1,1
1,18.0,1149.0,4.0,3.0,46.0,2.0,1.0,1,1
1,24.0,1413.0,4.0,2.0,28.0,1.0,1.0,1,1
1,15.0,1569.0,4.0,4.0,34.0,1.0,2.0,1,1
1,24.0,5804.0,4.0,2.0,27.0,2.0,1.0,1,1
1,6.0,1047.0,2.0,4.0,50.0,1.0,1.0,0,1
1,12.0,1493.0,4.0,3.0,34.0,1.0,2.0,0,1
1,8.0,907.0,3.0,2.0,26.0,1.0,1.0,1,1
1,48.0,3609.0,1.0,1.0,27.0,1.0,1.0,0,1
1,24.0,8648.0,2.0,2.0,27.0,2.0,1.0,1,0
1,6.0,860.0,1.0,4.0,39.0,2.0,1.0,0,1
1,18.0,1984.0,4.0,4.0,47.0,2.0,1.0,1,1
1,10.0,1364.0,2.0,4.0,64.0,1.0,1.0,0,1
1,42.0,3965.0,4.0,3.0,34.0,1.0,1.0,1,0
1,48.0,6416.0,4.0,3.0,59.0,1.0,1.0,0,0
1,18.0,1453.0,3.0,1.0,26.0,1.0,1.0,0,1
1,30.0,2991.0,2.0,4.0,25.0,1.0,1.0,0,1
1,14.0,802.0,4.0,2.0,27.0,2.0,1.0,1,1
1,36.0,3990.0,3.0,2.0,29.0,1.0,1.0,0,1
1,11.0,7228.0,1.0,4.0,39.0,2.0,1.0,1,1
1,12.0,1155.0,3.0,3.0,40.0,2.0,1.0,1,1
1,12.0,1963.0,4.0,2.0,31.0,2.0,2.0,1,1
1,15.0,3556.0,3.0,2.0,29.0,1.0,1.0,1,1
