foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,sex,Y
1,6.0,1346.0,2.0,4.0,42.0,1.0,2.0,1,1
1,30.0,3441.0,2.0,4.0,21.0,1.0,1.0,0,0
1,24.0,999.0,4.0,2.0,25.0,2.0,1.0,1,1
1,24.0,3749.0,2.0,4.0,26.0,1.0,1.0,0,1
1,6.0,1068.0,4.0,4.0,28.0,1.0,2.0,1,1
1,18.0,2051.0,4.0,1.0,33.0,1.0,1.0,1,1
1,12.0,1331.0,2.0,1.0,22.0,1.0,1.0,1,0
1,15.0,2327.0,2.0,3.0,25.0,1.0,1.0,0,0
1,12.0,1155.0,3.0,3.0,40.0,2.0,1.0,1,1
1,6.0,1898.0,1.0,2.0,34.0,2.0,2.0,1,1
1,12.0,7472.0,1.0,2.0,24.0,1.0,1.0,0,1
1,48.0,4308.0,3.0,4.0,24.0,1.0,1.0,0,0
1,15.0,1271.0,3.0,4.0,39.0,2.0,1.0,1,0
1,15.0,1520.0,4.0,4.0,63.0,1.0,1.0,1,1
1,9.0,1138.0,4.0,4.0,25.0,2.0,1.0,1,1
1,21.0,571.0,4.0,4.0,65.0,2.0,1.0,1,1
1,12.0,3617.0,1.0,4.0,28.0,3.0,1.0,1,1
1,18.0,1445.0,4.0,4.0,49.0,1.0,1.0,1,1
1,36.0,2145.0,2.0,1.0,24.0,2.0,1.0,1,0
0,9.0,1288.0,3.0,4.0,48.0,2.0,2.0,1,1
1,36.0,2302.0,4.0,4.0,31.0,1.0,1.0,1,0
1,24.0,3863.0,1.0,2.0,32.0,1.0,1.0,1,1
1,36.0,2746.0,4.0,4.0,31.0,1.0,1.0,1,0
1,12.0,900.0,4.0,2.0,23.0,1.0,1.0,1,0
1,6.0,1236.0,2.0,4.0,50.0,1.0,1.0,1,1
1,36.0,2323.0,4.0,4.0,24.0,1.0,1.0,1,1
1,36.0,1953.0,4.0,4.0,61.0,1.0,1.0,1,0
1,12.0,2292.0,4.0,2.0,42.0,2.0,1.0,1,0
1,24.0,1967.0,4.0,4.0,20.0,1.0,1.0,0,1
1,10.0,1521.0,4.0,2.0,31.0,1.0,1.0,1,1
1,18.0,1042.0,4.0,2.0,33.0,1.0,1.0,0,0
1,42.0,3965.0,4.0,3.0,34.0,1.0,1.0,1,0
1,24.0,2463.0,4.0,3.0,27.0,2.0,1.0,1,1
1,12.0,2331.0,1.0,4.0,49.0,1.0,1.0,1,1
1,15.0,806.0,4.0,4.0,22.0,1.0,1.0,0,1
1,48.0,3578.0,4.0,1.0,47.0,1.0,1.0,1,1
1,11.0,1577.0,4.0,1.0,20.0,1.0,1.0,0,1
1,6.0,454.0,3.0,1.0,22.0,1.0,1.0,1,1
1,18.0,1216.0,4.0,3.0,23.0,1.0,1.0,0,0
1,6.0,1352.0,1.0,2.0,23.0,1.0,1.0,0,1
1,18.0,1028.0,4.0,3.0,36.0,2.0,1.0,0,1
1,24.0,6615.0,2.0,4.0,75.0,2.0,1.0,1,1
1,30.0,2991.0,2.0,4.0,25.0,1.0,1.0,0,1
1,36.0,3913.0,2.0,2.0,23.0,1.0,1.0,1,1
1,12.0,727.0,4.0,3.0,33.0,1.0,1.0,1,0
1,12.0,1330.0,4.0,1.0,26.0,1.0,1.0,1,1
1,18.0,1887.0,4.0,4.0,28.0,2.0,1.0,1,1
1,15.0,3029.0,2.0,2.0,33.0,1.0,1.0,1,1
1,6.0,1382.0,1.0,1.0,28.0,2.0,1.0,0,1
1,9.0,1126.0,2.0,4.0,49.0,1.0,1.0,1,1
1,36.0,6304.0,4.0,4.0,36.0,2.0,1.0,1,1
1,30.0,6187.0,1.0,4.0,24.0,2.0,1.0,1,1
1,48.0,6416.0,4.0,3.0,59.0,1.0,1.0,0,0
1,9.0,2507.0,2.0,4.0,51.0,1.0,1.0,1,1
1,18.0,1149.0,4.0,3.0,46.0,2.0,1.0,1,1
1,18.0,1984.0,4.0,4.0,47.0,2.0,1.0,1,1
1,21.0,3275.0,1.0,4.0,36.0,1.0,1.0,1,1
1,6.0,932.0,3.0,2.0,24.0,1.0,1.0,0,1
1,18.0,1553.0,4.0,3.0,44.0,1.0,1.0,1,0
1,13.0,1409.0,2.0,4.0,64.0,1.0,1.0,0,1
1,15.0,1478.0,4.0,4.0,44.0,2.0,2.0,1,1
1,12.0,618.0,4.0,4.0,56.0,1.0,1.0,1,1
1,36.0,3342.0,4.0,2.0,51.0,1.0,1.0,1,1
1,24.0,2028.0,2.0,2.0,30.0,2.0,1.0,1,1
1,15.0,1471.0,4.0,4.0,35.0,2.0,1.0,1,1
1,36.0,2323.0,4.0,4.0,24.0,1.0,1.0,1,1
1,18.0,2864.0,2.0,1.0,34.0,1.0,2.0,1,0
1,18.0,4594.0,3.0,2.0,32.0,1.0,1.0,1,1
1,24.0,2718.0,3.0,4.0,20.0,1.0,1.0,0,0
1,12.0,697.0,4.0,2.0,46.0,2.0,1.0,1,0
1,11.0,3939.0,1.0,2.0,40.0,2.0,2.0,1,1
1,6.0,1449.0,1.0,2.0,31.0,2.0,2.0,1,1
1,30.0,11998.0,1.0,1.0,34.0,1.0,1.0,1,0
1,60.0,9157.0,2.0,2.0,27.0,1.0,1.0,1,1
1,6.0,660.0,2.0,4.0,23.0,1.0,1.0,1,1
1,12.0,3651.0,1.0,3.0,31.0,1.0,2.0,1,1
1,24.0,11938.0,2.0,3.0,39.0,2.0,2.0,1,0
1,24.0,3777.0,4.0,4.0,50.0,1.0,1.0,1,1
1,30.0,2150.0,4.0,2.0,24.0,1.0,1.0,0,0
1,12.0,339.0,4.0,1.0,45.0,1.0,1.0,1,1
1,48.0,6758.0,3.0,2.0,31.0,1.0,1.0,0,0
1,36.0,10974.0,4.0,2.0,26.0,2.0,1.0,0,0
1,7.0,2329.0,1.0,1.0,45.0,1.0,1.0,0,1
1,12.0,626.0,4.0,4.0,24.0,1.0,1.0,0,0
1,18.0,1049.0,4.0,4.0,21.0,1.0,1.0,0,1
1,12.0,1410.0,2.0,2.0,31.0,1.0,1.0,1,1
1,54.0,15945.0,3.0,4.0,58.0,1.0,1.0,1,0
1,12.0,3399.0,2.0,3.0,37.0,1.0,1.0,1,1
1,6.0,1595.0,3.0,2.0,51.0,1.0,2.0,1,1
1,7.0,730.0,4.0,2.0,46.0,2.0,1.0,1,1
1,12.0,1223.0,1.0,1.0,46.0,2.0,1.0,1,0
1,36.0,10875.0,2.0,2.0,45.0,2.0,2.0,1,1
1,48.0,8858.0,2.0,1.0,35.0,2.0,1.0,1,1
1,24.0,2828.0,4.0,4.0,22.0,1.0,1.0,1,1
1,24.0,6568.0,2.0,2.0,21.0,1.0,1.0,1,1
1,30.0,4221.0,2.0,1.0,28.0,2.0,1.0,0,1
1,24.0,1371.0,4.0,4.0,25.0,1.0,1.0,0,0
1,36.0,2323.0,4.0,4.0,24.0,1.0,1.0,1,1
1,24.0,1024.0,4.0,4.0,48.0,1.0,1.0,1,0
1,15.0,806.0,4.0,4.0,22.0,1.0,1.0,0,1
1,12.0,776.0,4.0,2.0,28.0,1.0,1.0,1,1
1,24.0,2384.0,4.0,4.0,64.0,1.0,1.0,1,1
1,48.0,4308.0,3.0,4.0,24.0,1.0,1.0,0,0
1,48.0,7629.0,4.0,2.0,46.0,2.0,2.0,1,1
1,12.0,1295.0,3.0,1.0,25.0,1.0,1.0,0,0
1,18.0,3850.0,3.0,1.0,27.0,2.0,1.0,1,1
1,12.0,640.0,4.0,2.0,49.0,1.0,1.0,1,1
1,24.0,6842.0,2.0,4.0,46.0,2.0,2.0,1,1
1,36.0,3446.0,4.0,2.0,42.0,1.0,2.0,1,0
1,21.0,571.0,4.0,4.0,65.0,2.0,1.0,1,1
1,12.0,1474.0,4.0,1.0,33.0,1.0,1.0,0,1
1,36.0,12389.0,1.0,4.0,37.0,1.0,1.0,1,0
1,24.0,2463.0,4.0,3.0,27.0,2.0,1.0,1,1
1,24.0,2058.0,4.0,2.0,33.0,2.0,1.0,1,1
1,12.0,3651.0,1.0,3.0,31.0,1.0,2.0,1,1
1,12.0,2579.0,4.0,1.0,33.0,1.0,2.0,1,0
1,12.0,1555.0,4.0,4.0,55.0,2.0,2.0,1,0
1,21.0,2923.0,1.0,1.0,28.0,1.0,1.0,0,1
1,9.0,2301.0,2.0,4.0,22.0,1.0,1.0,0,1
1,24.0,1413.0,4.0,2.0,28.0,1.0,1.0,1,1
1,6.0,2978.0,1.0,2.0,32.0,1.0,1.0,1,1
1,12.0,1480.0,2.0,4.0,66.0,3.0,1.0,1,1
1,24.0,4151.0,2.0,3.0,35.0,2.0,1.0,1,1
1,6.0,1236.0,2.0,4.0,50.0,1.0,1.0,1,1
1,9.0,2697.0,1.0,2.0,32.0,1.0,2.0,1,1
1,13.0,1797.0,3.0,1.0,28.0,2.0,1.0,1,1
1,12.0,1393.0,4.0,4.0,47.0,3.0,2.0,1,1
1,24.0,2346.0,4.0,3.0,35.0,2.0,1.0,1,1
1,36.0,2273.0,3.0,1.0,32.0,2.0,2.0,1,1
1,12.0,6468.0,2.0,1.0,52.0,1.0,1.0,1,0
1,24.0,4712.0,4.0,2.0,37.0,2.0,1.0,1,1
1,20.0,2212.0,4.0,4.0,39.0,1.0,1.0,1,1
1,24.0,2022.0,4.0,4.0,37.0,1.0,1.0,0,1
1,24.0,915.0,4.0,2.0,29.0,1.0,1.0,0,0
1,8.0,1164.0,3.0,4.0,51.0,2.0,2.0,1,1
1,10.0,1364.0,2.0,4.0,64.0,1.0,1.0,0,1
1,24.0,4241.0,1.0,4.0,36.0,3.0,1.0,1,0
1,12.0,3331.0,2.0,4.0,42.0,1.0,1.0,1,1
1,48.0,7763.0,4.0,4.0,42.0,1.0,1.0,1,0
1,18.0,1056.0,3.0,3.0,30.0,2.0,1.0,1,0
1,18.0,4153.0,2.0,3.0,42.0,1.0,1.0,1,0
1,30.0,1867.0,4.0,4.0,58.0,1.0,1.0,1,1
1,24.0,2872.0,3.0,4.0,36.0,1.0,2.0,1,1
1,18.0,3780.0,3.0,2.0,35.0,2.0,1.0,1,1
1,12.0,1386.0,2.0,2.0,26.0,1.0,1.0,0,0
1,9.0,3195.0,1.0,2.0,33.0,1.0,1.0,0,1
1,18.0,4165.0,2.0,2.0,36.0,2.0,2.0,1,0
1,12.0,3617.0,1.0,4.0,28.0,3.0,1.0,1,1
1,12.0,3499.0,3.0,2.0,29.0,2.0,1.0,0,0
1,18.0,1817.0,4.0,2.0,28.0,2.0,1.0,0,1
1,9.0,3195.0,1.0,2.0,33.0,1.0,1.0,0,1
1,15.0,3186.0,2.0,3.0,20.0,1.0,1.0,0,1
1,12.0,4675.0,1.0,4.0,20.0,1.0,1.0,0,1
1,36.0,2384.0,4.0,1.0,33.0,1.0,1.0,1,0
1,24.0,2718.0,3.0,4.0,20.0,1.0,1.0,0,0
1,16.0,2625.0,2.0,4.0,43.0,1.0,1.0,1,0
1,12.0,1318.0,4.0,4.0,54.0,1.0,1.0,1,1
1,5.0,3448.0,1.0,4.0,74.0,1.0,1.0,1,1
1,9.0,918.0,4.0,1.0,30.0,1.0,1.0,0,0
1,11.0,1393.0,4.0,4.0,35.0,2.0,1.0,0,1
1,12.0,3527.0,2.0,3.0,45.0,1.0,2.0,1,1
1,48.0,10222.0,4.0,3.0,37.0,1.0,1.0,1,1
1,21.0,3160.0,4.0,3.0,41.0,1.0,1.0,1,1
1,24.0,1278.0,4.0,1.0,36.0,1.0,1.0,1,1
1,30.0,1908.0,4.0,4.0,66.0,1.0,1.0,1,0
1,10.0,2315.0,3.0,4.0,52.0,1.0,1.0,1,1
1,42.0,4370.0,3.0,2.0,26.0,2.0,2.0,1,0
1,18.0,1864.0,4.0,2.0,30.0,2.0,1.0,0,0
1,36.0,2384.0,4.0,1.0,33.0,1.0,1.0,1,0
1,12.0,1163.0,4.0,4.0,44.0,1.0,1.0,1,1
1,18.0,1473.0,3.0,4.0,39.0,1.0,1.0,1,1
1,12.0,3590.0,2.0,2.0,29.0,1.0,2.0,1,1
1,12.0,719.0,4.0,4.0,41.0,1.0,2.0,1,0
1,18.0,2238.0,2.0,1.0,25.0,2.0,1.0,0,1
1,6.0,662.0,3.0,4.0,41.0,1.0,2.0,1,1
1,36.0,10477.0,2.0,4.0,42.0,2.0,1.0,1,1
1,24.0,4020.0,2.0,2.0,27.0,1.0,1.0,1,1
1,12.0,1881.0,2.0,2.0,44.0,1.0,1.0,0,1
0,6.0,1361.0,2.0,4.0,40.0,1.0,2.0,1,1
1,12.0,795.0,4.0,4.0,53.0,1.0,1.0,0,0
1,15.0,1213.0,4.0,3.0,47.0,1.0,1.0,1,1
0,9.0,3577.0,1.0,2.0,26.0,1.0,2.0,1,1
1,10.0,1275.0,4.0,2.0,23.0,1.0,1.0,0,1
1,24.0,6967.0,4.0,4.0,36.0,1.0,1.0,1,1
1,6.0,1743.0,1.0,2.0,34.0,2.0,1.0,1,1
1,12.0,1657.0,2.0,2.0,27.0,1.0,1.0,1,1
1,12.0,2390.0,4.0,3.0,50.0,1.0,1.0,1,1
1,18.0,3001.0,2.0,4.0,40.0,1.0,1.0,0,1
1,21.0,3652.0,2.0,3.0,27.0,2.0,1.0,1,1
1,24.0,4042.0,3.0,4.0,43.0,2.0,1.0,1,1
1,36.0,12612.0,1.0,4.0,47.0,1.0,2.0,1,0
1,15.0,2728.0,4.0,2.0,35.0,3.0,1.0,1,1
1,24.0,3149.0,4.0,1.0,22.0,1.0,1.0,1,1
1,18.0,1169.0,4.0,3.0,29.0,2.0,1.0,1,1
0,9.0,3577.0,1.0,2.0,26.0,1.0,2.0,1,1
1,24.0,2058.0,4.0,2.0,33.0,2.0,1.0,1,1
1,24.0,1659.0,4.0,2.0,29.0,1.0,1.0,0,0
1,10.0,7308.0,2.0,4.0,70.0,1.0,1.0,1,1
1,24.0,1231.0,4.0,4.0,57.0,2.0,1.0,0,1
1,21.0,1835.0,3.0,2.0,25.0,2.0,1.0,0,0
1,30.0,8386.0,2.0,2.0,49.0,1.0,1.0,1,0
1,30.0,1715.0,4.0,1.0,26.0,1.0,1.0,0,1
1,12.0,2969.0,4.0,3.0,25.0,2.0,1.0,0,0
1,21.0,3160.0,4.0,3.0,41.0,1.0,1.0,1,1
1,4.0,1455.0,2.0,1.0,42.0,3.0,2.0,1,1
1,24.0,1246.0,4.0,2.0,23.0,1.0,1.0,1,0
1,24.0,3758.0,1.0,4.0,23.0,1.0,1.0,0,1
1,18.0,3213.0,1.0,3.0,25.0,1.0,1.0,1,1
1,18.0,2864.0,2.0,1.0,34.0,1.0,2.0,1,0
1,12.0,1881.0,2.0,2.0,44.0,1.0,1.0,0,1
1,12.0,2012.0,4.0,2.0,61.0,1.0,1.0,0,1
